,asin,data_date,ordered_units
14451,B07VXQMR7G,2020-08-27,6
14452,B07VXQMR7G,2020-08-28,7
14453,B07VXQMR7G,2020-08-29,9
14454,B07VXQMR7G,2020-08-30,8
14455,B07VXQMR7G,2020-08-31,6
14456,B07VXQMR7G,2020-09-01,8
14457,B07VXQMR7G,2020-09-02,9
14458,B07VXQMR7G,2020-09-03,6
14459,B07VXQMR7G,2020-09-04,6
14460,B07VXQMR7G,2020-09-05,10
14461,B07VXQMR7G,2020-09-06,8
14462,B07VXQMR7G,2020-09-07,2
14463,B07VXQMR7G,2020-09-08,3
14464,B07VXQMR7G,2020-09-09,7
14465,B07VXQMR7G,2020-09-10,5
14466,B07VXQMR7G,2020-09-11,4
14467,B07VXQMR7G,2020-09-12,4
14468,B07VXQMR7G,2020-09-13,16
14469,B07VXQMR7G,2020-09-14,4
14470,B07VXQMR7G,2020-09-15,7
14471,B07VXQMR7G,2020-09-16,7
14472,B07VXQMR7G,2020-09-17,6
14473,B07VXQMR7G,2020-09-18,5
14474,B07VXQMR7G,2020-09-19,3
14475,B07VXQMR7G,2020-09-20,4
14476,B07VXQMR7G,2020-09-21,3
14477,B07VXQMR7G,2020-09-22,2
14478,B07VXQMR7G,2020-09-23,4
14479,B07VXQMR7G,2020-09-24,3
14480,B07VXQMR7G,2020-09-25,3
14481,B07VXQMR7G,2020-09-26,5
14482,B07VXQMR7G,2020-09-27,4
14483,B07VXQMR7G,2020-09-28,1
14484,B07VXQMR7G,2020-09-29,8
14485,B07VXQMR7G,2020-09-30,3
14486,B07VXQMR7G,2020-10-01,6
14487,B07VXQMR7G,2020-10-02,2
14488,B07VXQMR7G,2020-10-03,3
14489,B07VXQMR7G,2020-10-04,3
14490,B07VXQMR7G,2020-10-05,8
14491,B07VXQMR7G,2020-10-06,4
14492,B07VXQMR7G,2020-10-07,3
14493,B07VXQMR7G,2020-10-08,1
14494,B07VXQMR7G,2020-10-09,7
14495,B07VXQMR7G,2020-10-10,6
14496,B07VXQMR7G,2020-10-11,6
14497,B07VXQMR7G,2020-10-12,2
14498,B07VXQMR7G,2020-10-13,10
14499,B07VXQMR7G,2020-10-14,12
14500,B07VXQMR7G,2020-10-15,9
14501,B07VXQMR7G,2020-10-16,3
14502,B07VXQMR7G,2020-10-17,4
14503,B07VXQMR7G,2020-10-18,2
14504,B07VXQMR7G,2020-10-19,2
14505,B07VXQMR7G,2020-10-20,4
14506,B07VXQMR7G,2020-10-21,2
14507,B07VXQMR7G,2020-10-22,6
14508,B07VXQMR7G,2020-10-23,5
14509,B07VXQMR7G,2020-10-24,5
14510,B07VXQMR7G,2020-10-25,4
14511,B07VXQMR7G,2020-10-26,10
14512,B07VXQMR7G,2020-10-27,5
14513,B07VXQMR7G,2020-10-28,8
14514,B07VXQMR7G,2020-10-29,5
14515,B07VXQMR7G,2020-10-30,3
14516,B07VXQMR7G,2020-10-31,5
14517,B07VXQMR7G,2020-11-01,19
14518,B07VXQMR7G,2020-11-02,7
14519,B07VXQMR7G,2020-11-03,8
14520,B07VXQMR7G,2020-11-04,2
14521,B07VXQMR7G,2020-11-05,5
14522,B07VXQMR7G,2020-11-06,2
14523,B07VXQMR7G,2020-11-07,5
14524,B07VXQMR7G,2020-11-08,6
14525,B07VXQMR7G,2020-11-09,7
14526,B07VXQMR7G,2020-11-10,3
14527,B07VXQMR7G,2020-11-11,8
14528,B07VXQMR7G,2020-11-12,5
14529,B07VXQMR7G,2020-11-13,6
14530,B07VXQMR7G,2020-11-14,5
14531,B07VXQMR7G,2020-11-15,5
14532,B07VXQMR7G,2020-11-16,7
14533,B07VXQMR7G,2020-11-17,3
14534,B07VXQMR7G,2020-11-18,11
14535,B07VXQMR7G,2020-11-19,8
14536,B07VXQMR7G,2020-11-20,5
14537,B07VXQMR7G,2020-11-21,8
14538,B07VXQMR7G,2020-11-22,6
14539,B07VXQMR7G,2020-11-23,8
14540,B07VXQMR7G,2020-11-24,1
14541,B07VXQMR7G,2020-11-25,7
14542,B07VXQMR7G,2020-11-26,11
14543,B07VXQMR7G,2020-11-27,21
14544,B07VXQMR7G,2020-11-28,8
14545,B07VXQMR7G,2020-11-29,16
14546,B07VXQMR7G,2020-11-30,16
14547,B07VXQMR7G,2020-12-01,6
14548,B07VXQMR7G,2020-12-02,10
14549,B07VXQMR7G,2020-12-03,11
14550,B07VXQMR7G,2020-12-04,5
14551,B07VXQMR7G,2020-12-05,11
14552,B07VXQMR7G,2020-12-06,12
14553,B07VXQMR7G,2020-12-07,14
14554,B07VXQMR7G,2020-12-08,8
14555,B07VXQMR7G,2020-12-09,18
14556,B07VXQMR7G,2020-12-10,13
14557,B07VXQMR7G,2020-12-11,18
14558,B07VXQMR7G,2020-12-12,18
14559,B07VXQMR7G,2020-12-13,24
14560,B07VXQMR7G,2020-12-14,12
14561,B07VXQMR7G,2020-12-15,25
14562,B07VXQMR7G,2020-12-16,27
14563,B07VXQMR7G,2020-12-17,13
14564,B07VXQMR7G,2020-12-18,18
14565,B07VXQMR7G,2020-12-19,20
14566,B07VXQMR7G,2020-12-20,22
14567,B07VXQMR7G,2020-12-21,15
14568,B07VXQMR7G,2020-12-22,15
14569,B07VXQMR7G,2020-12-23,7
14570,B07VXQMR7G,2020-12-24,3
14571,B07VXQMR7G,2020-12-25,9
14572,B07VXQMR7G,2020-12-26,10
14573,B07VXQMR7G,2020-12-27,16
14574,B07VXQMR7G,2020-12-28,8
14575,B07VXQMR7G,2020-12-29,13
14576,B07VXQMR7G,2020-12-30,12
14577,B07VXQMR7G,2020-12-31,8
14578,B07VXQMR7G,2021-01-01,12
14579,B07VXQMR7G,2021-01-02,19
14580,B07VXQMR7G,2021-01-03,14
14581,B07VXQMR7G,2021-01-04,12
14582,B07VXQMR7G,2021-01-05,14
14583,B07VXQMR7G,2021-01-06,11
14584,B07VXQMR7G,2021-01-07,11
14585,B07VXQMR7G,2021-01-08,14
14586,B07VXQMR7G,2021-01-09,10
14587,B07VXQMR7G,2021-01-10,10
14588,B07VXQMR7G,2021-01-11,9
14589,B07VXQMR7G,2021-01-12,10
14590,B07VXQMR7G,2021-01-13,12
14591,B07VXQMR7G,2021-01-14,7
14592,B07VXQMR7G,2021-01-15,11
14593,B07VXQMR7G,2021-01-16,13
14594,B07VXQMR7G,2021-01-17,9
14595,B07VXQMR7G,2021-01-18,12
14596,B07VXQMR7G,2021-01-19,8
14597,B07VXQMR7G,2021-01-20,13
14598,B07VXQMR7G,2021-01-21,6
14599,B07VXQMR7G,2021-01-22,2
14600,B07VXQMR7G,2021-01-23,11
14601,B07VXQMR7G,2021-01-24,8
14602,B07VXQMR7G,2021-01-25,11
14603,B07VXQMR7G,2021-01-26,11
14604,B07VXQMR7G,2021-01-28,7
14605,B07VXQMR7G,2021-01-29,4
14606,B07VXQMR7G,2021-01-30,5
14607,B07VXQMR7G,2021-02-02,7
14608,B07VXQMR7G,2021-02-04,11
14609,B07VXQMR7G,2021-02-05,7
14610,B07VXQMR7G,2021-02-06,8
14611,B07VXQMR7G,2021-02-07,9
14612,B07VXQMR7G,2021-02-08,9
14613,B07VXQMR7G,2021-02-09,4
14614,B07VXQMR7G,2021-02-10,7
14615,B07VXQMR7G,2021-02-11,6
14616,B07VXQMR7G,2021-02-12,6
14617,B07VXQMR7G,2021-02-13,13
14618,B07VXQMR7G,2021-02-14,9
14619,B07VXQMR7G,2021-02-15,9
14620,B07VXQMR7G,2021-02-16,7
14621,B07VXQMR7G,2021-02-17,10
14622,B07VXQMR7G,2021-02-18,4
14623,B07VXQMR7G,2021-02-19,4
14624,B07VXQMR7G,2021-02-20,10
14625,B07VXQMR7G,2021-02-21,5
14626,B07VXQMR7G,2021-02-22,2
14627,B07VXQMR7G,2021-02-23,4
14628,B07VXQMR7G,2021-02-24,7
14629,B07VXQMR7G,2021-02-25,11
14630,B07VXQMR7G,2021-02-26,6
14631,B07VXQMR7G,2021-02-27,7
14632,B07VXQMR7G,2021-02-28,9
14633,B07VXQMR7G,2021-03-01,5
14634,B07VXQMR7G,2021-03-02,4
14635,B07VXQMR7G,2021-03-03,10
14636,B07VXQMR7G,2021-03-04,9
14637,B07VXQMR7G,2021-03-05,7
14638,B07VXQMR7G,2021-03-06,3
14639,B07VXQMR7G,2021-03-07,3
14640,B07VXQMR7G,2021-03-08,5
14641,B07VXQMR7G,2021-03-09,7
14642,B07VXQMR7G,2021-03-10,3
14643,B07VXQMR7G,2021-03-11,6
14644,B07VXQMR7G,2021-03-12,7
14645,B07VXQMR7G,2021-03-13,2
14646,B07VXQMR7G,2021-03-14,6
14647,B07VXQMR7G,2021-03-15,8
14648,B07VXQMR7G,2021-03-16,7
14649,B07VXQMR7G,2021-03-17,1
14650,B07VXQMR7G,2021-03-18,6
14651,B07VXQMR7G,2021-03-19,4
14652,B07VXQMR7G,2021-03-20,5
14653,B07VXQMR7G,2021-03-21,8
14654,B07VXQMR7G,2021-03-22,10
14655,B07VXQMR7G,2021-03-23,5
14656,B07VXQMR7G,2021-03-24,5
14657,B07VXQMR7G,2021-03-25,6
14658,B07VXQMR7G,2021-03-26,2
14659,B07VXQMR7G,2021-03-27,7
14660,B07VXQMR7G,2021-03-28,4
14661,B07VXQMR7G,2021-03-29,3
14662,B07VXQMR7G,2021-03-30,6
14663,B07VXQMR7G,2021-03-31,2
14664,B07VXQMR7G,2021-04-01,9
14665,B07VXQMR7G,2021-04-02,3
14666,B07VXQMR7G,2021-04-03,7
14667,B07VXQMR7G,2021-04-04,8
14668,B07VXQMR7G,2021-04-05,2
14669,B07VXQMR7G,2021-04-06,0
14670,B07VXQMR7G,2021-04-07,0
14671,B07VXQMR7G,2021-04-08,3
14672,B07VXQMR7G,2021-04-09,9
14673,B07VXQMR7G,2021-04-10,3
14674,B07VXQMR7G,2021-04-11,7
14675,B07VXQMR7G,2021-04-12,12
14676,B07VXQMR7G,2021-04-13,6
14677,B07VXQMR7G,2021-04-14,4
14678,B07VXQMR7G,2021-04-15,3
14679,B07VXQMR7G,2021-04-16,11
14680,B07VXQMR7G,2021-04-17,3
14681,B07VXQMR7G,2021-04-18,3
14682,B07VXQMR7G,2021-04-19,4
14683,B07VXQMR7G,2021-04-20,5
14684,B07VXQMR7G,2021-04-21,7
14685,B07VXQMR7G,2021-04-22,8
14686,B07VXQMR7G,2021-04-23,9
14687,B07VXQMR7G,2021-04-24,5
14688,B07VXQMR7G,2021-04-25,7
14689,B07VXQMR7G,2021-04-26,2
14690,B07VXQMR7G,2021-04-27,3
14691,B07VXQMR7G,2021-04-28,6
14692,B07VXQMR7G,2021-04-29,8
14693,B07VXQMR7G,2021-04-30,3
14694,B07VXQMR7G,2021-05-01,9
14695,B07VXQMR7G,2021-05-02,3
14696,B07VXQMR7G,2021-05-03,23
14697,B07VXQMR7G,2021-05-04,6
14698,B07VXQMR7G,2021-05-05,9
14699,B07VXQMR7G,2021-05-06,10
14700,B07VXQMR7G,2021-05-07,5
14701,B07VXQMR7G,2021-05-08,5
14702,B07VXQMR7G,2021-05-09,7
14703,B07VXQMR7G,2021-05-10,11
14704,B07VXQMR7G,2021-05-11,5
14705,B07VXQMR7G,2021-05-12,12
14706,B07VXQMR7G,2021-05-13,8
14707,B07VXQMR7G,2021-05-14,3
14708,B07VXQMR7G,2021-05-15,7
14709,B07VXQMR7G,2021-05-16,11
14710,B07VXQMR7G,2021-05-17,10
14711,B07VXQMR7G,2021-05-18,8
14712,B07VXQMR7G,2021-05-19,12
14713,B07VXQMR7G,2021-05-20,9
14714,B07VXQMR7G,2021-05-21,6
14715,B07VXQMR7G,2021-05-22,6
14716,B07VXQMR7G,2021-05-23,9
14717,B07VXQMR7G,2021-05-24,3
14718,B07VXQMR7G,2021-05-25,5
14719,B07VXQMR7G,2021-05-26,3
14720,B07VXQMR7G,2021-05-27,5
14721,B07VXQMR7G,2021-05-28,8
14722,B07VXQMR7G,2021-05-29,0
14723,B07VXQMR7G,2021-05-30,8
14724,B07VXQMR7G,2021-05-31,7
14725,B07VXQMR7G,2021-06-01,6
14726,B07VXQMR7G,2021-06-02,7
14727,B07VXQMR7G,2021-06-03,10
14728,B07VXQMR7G,2021-06-04,7
14729,B07VXQMR7G,2021-06-05,7
14730,B07VXQMR7G,2021-06-06,5
14731,B07VXQMR7G,2021-06-07,6
14732,B07VXQMR7G,2021-06-08,9
14733,B07VXQMR7G,2021-06-09,8
14734,B07VXQMR7G,2021-06-10,6
14735,B07VXQMR7G,2021-06-11,6
14736,B07VXQMR7G,2021-06-12,8
14737,B07VXQMR7G,2021-06-13,6
14738,B07VXQMR7G,2021-06-14,11
14739,B07VXQMR7G,2021-06-15,4
14740,B07VXQMR7G,2021-06-16,6
14741,B07VXQMR7G,2021-06-17,6
14742,B07VXQMR7G,2021-06-18,6
14743,B07VXQMR7G,2021-06-19,5
14744,B07VXQMR7G,2021-06-20,5
14745,B07VXQMR7G,2021-06-21,23
14746,B07VXQMR7G,2021-06-22,11
14747,B07VXQMR7G,2021-06-23,2
14748,B07VXQMR7G,2021-06-24,6
14749,B07VXQMR7G,2021-06-25,5
14750,B07VXQMR7G,2021-06-26,6
14751,B07VXQMR7G,2021-06-27,2
14752,B07VXQMR7G,2021-06-28,7
14753,B07VXQMR7G,2021-06-29,10
14754,B07VXQMR7G,2021-06-30,2
14755,B07VXQMR7G,2021-07-01,4
14756,B07VXQMR7G,2021-07-02,1
14757,B07VXQMR7G,2021-07-03,7
14758,B07VXQMR7G,2021-07-04,2
14759,B07VXQMR7G,2021-07-05,5
14760,B07VXQMR7G,2021-07-06,8
14761,B07VXQMR7G,2021-07-07,4
14762,B07VXQMR7G,2021-07-08,3
14763,B07VXQMR7G,2021-07-09,5
14764,B07VXQMR7G,2021-07-10,2
14765,B07VXQMR7G,2021-07-11,3
14766,B07VXQMR7G,2021-07-12,5
14767,B07VXQMR7G,2021-07-13,8
14768,B07VXQMR7G,2021-07-14,2
14769,B07VXQMR7G,2021-07-15,3
14770,B07VXQMR7G,2021-07-16,3
14771,B07VXQMR7G,2021-07-17,7
14772,B07VXQMR7G,2021-07-18,1
14773,B07VXQMR7G,2021-07-19,6
14774,B07VXQMR7G,2021-07-20,11
14775,B07VXQMR7G,2021-07-21,5
14776,B07VXQMR7G,2021-07-22,4
14777,B07VXQMR7G,2021-07-23,10
14778,B07VXQMR7G,2021-07-24,10
14779,B07VXQMR7G,2021-07-25,6
14780,B07VXQMR7G,2021-07-26,6
14781,B07VXQMR7G,2021-07-27,10
14782,B07VXQMR7G,2021-07-28,6
14783,B07VXQMR7G,2021-07-29,6
14784,B07VXQMR7G,2021-07-30,7
14785,B07VXQMR7G,2021-07-31,4
14786,B07VXQMR7G,2021-08-01,7
14787,B07VXQMR7G,2021-08-02,10
14788,B07VXQMR7G,2021-08-03,9
14789,B07VXQMR7G,2021-08-04,8
14790,B07VXQMR7G,2021-08-05,6
14791,B07VXQMR7G,2021-08-06,5
14792,B07VXQMR7G,2021-08-07,5
14793,B07VXQMR7G,2021-08-08,11
14794,B07VXQMR7G,2021-08-09,1
14795,B07VXQMR7G,2021-08-10,11
14796,B07VXQMR7G,2021-08-11,14
14797,B07VXQMR7G,2021-08-12,8
14798,B07VXQMR7G,2021-08-13,5
14799,B07VXQMR7G,2021-08-14,13
14800,B07VXQMR7G,2021-08-15,17
14801,B07VXQMR7G,2021-08-16,8
14802,B07VXQMR7G,2021-08-17,14
14803,B07VXQMR7G,2021-08-18,7
14804,B07VXQMR7G,2021-08-19,13
14805,B07VXQMR7G,2021-08-20,16
14806,B07VXQMR7G,2021-08-21,8
14807,B07VXQMR7G,2021-08-22,18
14808,B07VXVFKWV,2019-12-02,13
14809,B07VXVFKWV,2019-12-03,7
14810,B07VXVFKWV,2019-12-04,13
14811,B07VXVFKWV,2019-12-05,6
14812,B07VXVFKWV,2019-12-06,8
14813,B07VXVFKWV,2019-12-07,5
14814,B07VXVFKWV,2019-12-08,5
14815,B07VXVFKWV,2019-12-09,6
14816,B07VXVFKWV,2019-12-10,7
14817,B07VXVFKWV,2019-12-11,10
14818,B07VXVFKWV,2019-12-12,5
14819,B07VXVFKWV,2019-12-13,8
14820,B07VXVFKWV,2019-12-14,8
14821,B07VXVFKWV,2019-12-15,8
14822,B07VXVFKWV,2019-12-16,4
14823,B07VXVFKWV,2019-12-17,2
14824,B07VXVFKWV,2019-12-18,6
14825,B07VXVFKWV,2019-12-19,8
14826,B07VXVFKWV,2019-12-20,11
14827,B07VXVFKWV,2019-12-21,6
14828,B07VXVFKWV,2019-12-22,6
14829,B07VXVFKWV,2019-12-23,1
14830,B07VXVFKWV,2019-12-24,0
14831,B07VXVFKWV,2019-12-25,9
14832,B07VXVFKWV,2019-12-26,13
14833,B07VXVFKWV,2019-12-27,11
14834,B07VXVFKWV,2019-12-28,13
14835,B07VXVFKWV,2019-12-29,4
14836,B07VXVFKWV,2019-12-30,8
14837,B07VXVFKWV,2019-12-31,6
14838,B07VXVFKWV,2020-01-01,50
14839,B07VXVFKWV,2020-01-02,111
14840,B07VXVFKWV,2020-01-03,75
14841,B07VXVFKWV,2020-01-04,81
14842,B07VXVFKWV,2020-01-05,118
14843,B07VXVFKWV,2020-01-06,84
14844,B07VXVFKWV,2020-01-07,84
14845,B07VXVFKWV,2020-01-08,106
14846,B07VXVFKWV,2020-01-09,80
14847,B07VXVFKWV,2020-01-10,83
14848,B07VXVFKWV,2020-01-11,101
14849,B07VXVFKWV,2020-01-12,98
14850,B07VXVFKWV,2020-01-13,88
14851,B07VXVFKWV,2020-01-14,90
14852,B07VXVFKWV,2020-01-15,78
14853,B07VXVFKWV,2020-01-16,56
14854,B07VXVFKWV,2020-01-17,54
14855,B07VXVFKWV,2020-01-18,67
14856,B07VXVFKWV,2020-01-19,69
14857,B07VXVFKWV,2020-01-20,68
14858,B07VXVFKWV,2020-01-21,40
14859,B07VXVFKWV,2020-01-22,75
14860,B07VXVFKWV,2020-01-23,73
14861,B07VXVFKWV,2020-01-24,66
14862,B07VXVFKWV,2020-01-25,43
14863,B07VXVFKWV,2020-01-26,50
14864,B07VXVFKWV,2020-01-27,75
14865,B07VXVFKWV,2020-01-28,98
14866,B07VXVFKWV,2020-01-29,89
14867,B07VXVFKWV,2020-01-30,2
14868,B07VXVFKWV,2020-01-31,0
14869,B07VXVFKWV,2020-02-06,2
14870,B07VXVFKWV,2020-02-07,21
14871,B07VXVFKWV,2020-02-08,15
14872,B07VXVFKWV,2020-02-09,25
14873,B07VXVFKWV,2020-02-10,13
14874,B07VXVFKWV,2020-02-11,16
14875,B07VXVFKWV,2020-02-12,22
14876,B07VXVFKWV,2020-02-13,29
14877,B07VXVFKWV,2020-02-14,17
14878,B07VXVFKWV,2020-02-15,22
14879,B07VXVFKWV,2020-02-16,22
14880,B07VXVFKWV,2020-02-17,30
14881,B07VXVFKWV,2020-02-18,19
14882,B07VXVFKWV,2020-02-19,29
14883,B07VXVFKWV,2020-02-20,27
14884,B07VXVFKWV,2020-02-21,22
14885,B07VXVFKWV,2020-02-22,23
14886,B07VXVFKWV,2020-02-23,36
14887,B07VXVFKWV,2020-02-24,25
14888,B07VXVFKWV,2020-02-25,29
14889,B07VXVFKWV,2020-02-26,24
14890,B07VXVFKWV,2020-02-27,39
14891,B07VXVFKWV,2020-02-28,26
14892,B07VXVFKWV,2020-02-29,36
14893,B07VXVFKWV,2020-03-01,44
14894,B07VXVFKWV,2020-03-02,51
14895,B07VXVFKWV,2020-03-03,56
14896,B07VXVFKWV,2020-03-04,36
14897,B07VXVFKWV,2020-03-05,46
14898,B07VXVFKWV,2020-03-06,30
14899,B07VXVFKWV,2020-03-07,42
14900,B07VXVFKWV,2020-03-08,44
14901,B07VXVFKWV,2020-03-09,41
14902,B07VXVFKWV,2020-03-10,42
14903,B07VXVFKWV,2020-03-11,38
14904,B07VXVFKWV,2020-03-12,62
14905,B07VXVFKWV,2020-03-13,40
14906,B07VXVFKWV,2020-03-14,78
14907,B07VXVFKWV,2020-03-15,69
14908,B07VXVFKWV,2020-03-16,64
14909,B07VXVFKWV,2020-03-17,55
14910,B07VXVFKWV,2020-03-18,27
14911,B07VXVFKWV,2020-03-19,36
14912,B07VXVFKWV,2020-03-20,27
14913,B07VXVFKWV,2020-03-21,34
14914,B07VXVFKWV,2020-03-22,30
14915,B07VXVFKWV,2020-03-23,22
14916,B07VXVFKWV,2020-03-24,17
14917,B07VXVFKWV,2020-03-25,56
14918,B07VXVFKWV,2020-03-26,56
14919,B07VXVFKWV,2020-03-27,63
14920,B07VXVFKWV,2020-03-28,62
14921,B07VXVFKWV,2020-03-29,66
14922,B07VXVFKWV,2020-03-30,66
14923,B07VXVFKWV,2020-03-31,64
14924,B07VXVFKWV,2020-04-01,89
14925,B07VXVFKWV,2020-04-02,73
14926,B07VXVFKWV,2020-04-03,53
14927,B07VXVFKWV,2020-04-04,77
14928,B07VXVFKWV,2020-04-05,69
14929,B07VXVFKWV,2020-04-06,60
14930,B07VXVFKWV,2020-04-07,64
14931,B07VXVFKWV,2020-04-08,61
14932,B07VXVFKWV,2020-04-09,50
14933,B07VXVFKWV,2020-04-10,49
14934,B07VXVFKWV,2020-04-11,47
14935,B07VXVFKWV,2020-04-12,47
14936,B07VXVFKWV,2020-04-13,35
14937,B07VXVFKWV,2020-04-14,51
14938,B07VXVFKWV,2020-04-15,55
14939,B07VXVFKWV,2020-04-16,31
14940,B07VXVFKWV,2020-04-17,38
14941,B07VXVFKWV,2020-04-18,42
14942,B07VXVFKWV,2020-04-19,23
14943,B07VXVFKWV,2020-04-20,28
14944,B07VXVFKWV,2020-04-21,28
14945,B07VXVFKWV,2020-04-22,22
14946,B07VXVFKWV,2020-04-23,23
14947,B07VXVFKWV,2020-04-24,32
14948,B07VXVFKWV,2020-04-25,23
14949,B07VXVFKWV,2020-04-26,40
14950,B07VXVFKWV,2020-04-27,27
14951,B07VXVFKWV,2020-04-28,20
14952,B07VXVFKWV,2020-04-29,21
14953,B07VXVFKWV,2020-04-30,18
14954,B07VXVFKWV,2020-05-01,26
14955,B07VXVFKWV,2020-05-02,49
14956,B07VXVFKWV,2020-05-03,34
14957,B07VXVFKWV,2020-05-04,44
14958,B07VXVFKWV,2020-05-05,41
14959,B07VXVFKWV,2020-05-06,31
14960,B07VXVFKWV,2020-05-07,41
14961,B07VXVFKWV,2020-05-08,34
14962,B07VXVFKWV,2020-05-09,33
14963,B07VXVFKWV,2020-05-10,35
14964,B07VXVFKWV,2020-05-11,35
14965,B07VXVFKWV,2020-05-12,29
14966,B07VXVFKWV,2020-05-13,30
14967,B07VXVFKWV,2020-05-14,38
14968,B07VXVFKWV,2020-05-15,27
14969,B07VXVFKWV,2020-05-16,25
14970,B07VXVFKWV,2020-05-17,36
14971,B07VXVFKWV,2020-05-18,28
14972,B07VXVFKWV,2020-05-19,26
14973,B07VXVFKWV,2020-05-20,34
14974,B07VXVFKWV,2020-05-21,26
14975,B07VXVFKWV,2020-05-22,23
14976,B07VXVFKWV,2020-05-23,33
14977,B07VXVFKWV,2020-05-24,26
14978,B07VXVFKWV,2020-05-25,34
14979,B07VXVFKWV,2020-05-26,28
14980,B07VXVFKWV,2020-05-27,26
14981,B07VXVFKWV,2020-05-28,34
14982,B07VXVFKWV,2020-05-29,25
14983,B07VXVFKWV,2020-05-30,28
14984,B07VXVFKWV,2020-05-31,33
14985,B07VXVFKWV,2020-06-01,21
14986,B07VXVFKWV,2020-06-02,22
14987,B07VXVFKWV,2020-06-03,24
14988,B07VXVFKWV,2020-06-04,15
14989,B07VXVFKWV,2020-06-05,18
14990,B07VXVFKWV,2020-06-06,20
14991,B07VXVFKWV,2020-06-07,17
14992,B07VXVFKWV,2020-06-08,24
14993,B07VXVFKWV,2020-06-09,18
14994,B07VXVFKWV,2020-06-10,8
14995,B07VXVFKWV,2020-06-11,23
14996,B07VXVFKWV,2020-06-12,16
14997,B07VXVFKWV,2020-06-13,21
14998,B07VXVFKWV,2020-06-14,13
14999,B07VXVFKWV,2020-06-15,27
15000,B07VXVFKWV,2020-06-16,24
15001,B07VXVFKWV,2020-06-17,16
15002,B07VXVFKWV,2020-06-18,25
15003,B07VXVFKWV,2020-06-19,18
15004,B07VXVFKWV,2020-06-20,27
15005,B07VXVFKWV,2020-06-21,12
15006,B07VXVFKWV,2020-06-22,16
15007,B07VXVFKWV,2020-06-23,15
15008,B07VXVFKWV,2020-06-24,16
15009,B07VXVFKWV,2020-06-25,9
15010,B07VXVFKWV,2020-06-26,4
15011,B07VXVFKWV,2020-06-27,13
15012,B07VXVFKWV,2020-06-28,5
15013,B07VXVFKWV,2020-06-29,7
15014,B07VXVFKWV,2020-06-30,5
15015,B07VXVFKWV,2020-07-01,3
15016,B07VXVFKWV,2020-07-02,5
15017,B07VXVFKWV,2020-07-03,1
15018,B07VXVFKWV,2020-07-04,2
15019,B07VXVFKWV,2020-07-05,4
15020,B07VXVFKWV,2020-07-06,19
15021,B07VXVFKWV,2020-07-07,18
15022,B07VXVFKWV,2020-07-08,28
15023,B07VXVFKWV,2020-07-09,18
15024,B07VXVFKWV,2020-07-10,12
15025,B07VXVFKWV,2020-07-11,16
15026,B07VXVFKWV,2020-07-12,25
15027,B07VXVFKWV,2020-07-13,15
15028,B07VXVFKWV,2020-07-14,7
15029,B07VXVFKWV,2020-07-15,4
15030,B07VXVFKWV,2020-07-16,14
15031,B07VXVFKWV,2020-07-17,18
15032,B07VXVFKWV,2020-07-18,12
15033,B07VXVFKWV,2020-07-19,20
15034,B07VXVFKWV,2020-07-20,18
15035,B07VXVFKWV,2020-07-21,11
15036,B07VXVFKWV,2020-07-22,14
15037,B07VXVFKWV,2020-07-23,14
15038,B07VXVFKWV,2020-07-24,18
15039,B07VXVFKWV,2020-07-25,19
15040,B07VXVFKWV,2020-07-26,11
15041,B07VXVFKWV,2020-07-27,24
15042,B07VXVFKWV,2020-07-28,20
15043,B07VXVFKWV,2020-07-29,16
15044,B07VXVFKWV,2020-07-30,13
15045,B07VXVFKWV,2020-07-31,20
15046,B07VXVFKWV,2020-08-01,14
15047,B07VXVFKWV,2020-08-02,19
15048,B07VXVFKWV,2020-08-03,22
15049,B07VXVFKWV,2020-08-04,25
15050,B07VXVFKWV,2020-08-05,28
15051,B07VXVFKWV,2020-08-06,23
15052,B07VXVFKWV,2020-08-07,23
15053,B07VXVFKWV,2020-08-08,23
15054,B07VXVFKWV,2020-08-09,25
15055,B07VXVFKWV,2020-08-10,19
15056,B07VXVFKWV,2020-08-11,11
15057,B07VXVFKWV,2020-08-12,33
15058,B07VXVFKWV,2020-08-13,19
15059,B07VXVFKWV,2020-08-14,20
15060,B07VXVFKWV,2020-08-15,18
15061,B07VXVFKWV,2020-08-16,12
15062,B07VXVFKWV,2020-08-17,20
15063,B07VXVFKWV,2020-08-18,21
15064,B07VXVFKWV,2020-08-19,33
15065,B07VXVFKWV,2020-08-20,15
15066,B07VXVFKWV,2020-08-21,7
15067,B07VXVFKWV,2020-08-22,5
15068,B07VXVFKWV,2020-08-23,9
15069,B07VXVFKWV,2020-08-24,17
15070,B07VXVFKWV,2020-08-25,14
15071,B07VXVFKWV,2020-08-26,8
15072,B07VXVFKWV,2020-08-27,11
15073,B07VXVFKWV,2020-08-28,12
15074,B07VXVFKWV,2020-08-29,18
15075,B07VXVFKWV,2020-08-30,14
15076,B07VXVFKWV,2020-08-31,9
15077,B07VXVFKWV,2020-09-01,5
15078,B07VXVFKWV,2020-09-02,8
15079,B07VXVFKWV,2020-09-03,13
15080,B07VXVFKWV,2020-09-04,6
15081,B07VXVFKWV,2020-09-05,8
15082,B07VXVFKWV,2020-09-06,3
15083,B07VXVFKWV,2020-09-07,7
15084,B07VXVFKWV,2020-09-08,6
15085,B07VXVFKWV,2020-09-09,19
