,asin,data_date,ordered_units
5813,B07NL1L4SL,2020-06-11,91
5814,B07NL1L4SL,2020-06-12,105
5815,B07NL1L4SL,2020-06-13,94
5816,B07NL1L4SL,2020-06-14,109
5817,B07NL1L4SL,2020-06-15,118
5818,B07NL1L4SL,2020-06-16,106
5819,B07NL1L4SL,2020-06-17,112
5820,B07NL1L4SL,2020-06-18,73
5821,B07NL1L4SL,2020-06-19,84
5822,B07NL1L4SL,2020-06-20,102
5823,B07NL1L4SL,2020-06-21,78
5824,B07NL1L4SL,2020-06-22,72
5825,B07NL1L4SL,2020-06-23,66
5826,B07NL1L4SL,2020-06-24,58
5827,B07NL1L4SL,2020-06-25,68
5828,B07NL1L4SL,2020-06-26,79
5829,B07NL1L4SL,2020-06-27,62
5830,B07NL1L4SL,2020-06-28,89
5831,B07NL1L4SL,2020-06-29,74
5832,B07NL1L4SL,2020-06-30,67
5833,B07NL1L4SL,2020-07-01,64
5834,B07NL1L4SL,2020-07-02,47
5835,B07NL1L4SL,2020-07-03,50
5836,B07NL1L4SL,2020-07-04,52
5837,B07NL1L4SL,2020-07-05,63
5838,B07NL1L4SL,2020-07-06,79
5839,B07NL1L4SL,2020-07-07,36
5840,B07NL1L4SL,2020-07-08,45
5841,B07NL1L4SL,2020-07-09,51
5842,B07NL1L4SL,2020-07-10,40
5843,B07NL1L4SL,2020-07-11,48
5844,B07NL1L4SL,2020-07-12,50
5845,B07NL1L4SL,2020-07-13,48
5846,B07NL1L4SL,2020-07-14,41
5847,B07NL1L4SL,2020-07-15,46
5848,B07NL1L4SL,2020-07-16,133
5849,B07NL1L4SL,2020-07-17,187
5850,B07NL1L4SL,2020-07-18,119
5851,B07NL1L4SL,2020-07-19,143
5852,B07NL1L4SL,2020-07-20,133
5853,B07NL1L4SL,2020-07-21,144
5854,B07NL1L4SL,2020-07-22,214
5855,B07NL1L4SL,2020-07-23,138
5856,B07NL1L4SL,2020-07-24,127
5857,B07NL1L4SL,2020-07-25,128
5858,B07NL1L4SL,2020-07-26,151
5859,B07NL1L4SL,2020-07-27,54
5860,B07NL1L4SL,2020-07-28,89
5861,B07NL1L4SL,2020-07-29,94
5862,B07NL1L4SL,2020-07-30,41
5863,B07NL1L4SL,2020-07-31,49
5864,B07NL1L4SL,2020-08-01,62
5865,B07NL1L4SL,2020-08-02,72
5866,B07NL1L4SL,2020-08-03,65
5867,B07NL1L4SL,2020-08-04,45
5868,B07NL1L4SL,2020-08-05,60
5869,B07NL1L4SL,2020-08-06,56
5870,B07NL1L4SL,2020-08-07,38
5871,B07NL1L4SL,2020-08-08,44
5872,B07NL1L4SL,2020-08-09,57
5873,B07NL1L4SL,2020-08-10,45
5874,B07NL1L4SL,2020-08-11,40
5875,B07NL1L4SL,2020-08-12,36
5876,B07NL1L4SL,2020-08-13,38
5877,B07NL1L4SL,2020-08-14,29
5878,B07NL1L4SL,2020-08-15,28
5879,B07NL1L4SL,2020-08-16,45
5880,B07NL1L4SL,2020-08-17,44
5881,B07NL1L4SL,2020-08-18,43
5882,B07NL1L4SL,2020-08-19,43
5883,B07NL1L4SL,2020-08-20,62
5884,B07NL1L4SL,2020-08-21,38
5885,B07NL1L4SL,2020-08-22,59
5886,B07NL1L4SL,2020-08-23,56
5887,B07NL1L4SL,2020-08-24,42
5888,B07NL1L4SL,2020-08-25,39
5889,B07NL1L4SL,2020-08-26,102
5890,B07NL1L4SL,2020-08-27,35
5891,B07NL1L4SL,2020-08-28,35
5892,B07NL1L4SL,2020-08-29,50
5893,B07NL1L4SL,2020-08-30,64
5894,B07NL1L4SL,2020-08-31,116
5895,B07NL1L4SL,2020-09-01,66
5896,B07NL1L4SL,2020-09-02,52
5897,B07NL1L4SL,2020-09-03,50
5898,B07NL1L4SL,2020-09-04,33
5899,B07NL1L4SL,2020-09-05,43
5900,B07NL1L4SL,2020-09-06,29
5901,B07NL1L4SL,2020-09-07,47
5902,B07NL1L4SL,2020-09-08,31
5903,B07NL1L4SL,2020-09-09,40
5904,B07NL1L4SL,2020-09-10,56
5905,B07NL1L4SL,2020-09-11,66
5906,B07NL1L4SL,2020-09-12,61
5907,B07NL1L4SL,2020-09-13,79
5908,B07NL1L4SL,2020-09-14,52
5909,B07NL1L4SL,2020-09-15,73
5910,B07NL1L4SL,2020-09-16,67
5911,B07NL1L4SL,2020-09-17,73
5912,B07NL1L4SL,2020-09-18,38
5913,B07NL1L4SL,2020-09-19,56
5914,B07NL1L4SL,2020-09-20,81
5915,B07NL1L4SL,2020-09-21,85
5916,B07NL1L4SL,2020-09-22,58
5917,B07NL1L4SL,2020-09-23,42
5918,B07NL1L4SL,2020-09-24,60
5919,B07NL1L4SL,2020-09-25,43
5920,B07NL1L4SL,2020-09-26,42
5921,B07NL1L4SL,2020-09-27,53
5922,B07NL1L4SL,2020-09-28,49
5923,B07NL1L4SL,2020-09-29,51
5924,B07NL1L4SL,2020-09-30,37
5925,B07NL1L4SL,2020-10-01,14
5926,B07NL1L4SL,2020-10-02,25
5927,B07NL1L4SL,2020-10-03,30
5928,B07NL1L4SL,2020-10-04,23
5929,B07NL1L4SL,2020-10-05,23
5930,B07NL1L4SL,2020-10-06,20
5931,B07NL1L4SL,2020-10-07,12
5932,B07NL1L4SL,2020-10-08,23
5933,B07NL1L4SL,2020-10-09,14
5934,B07NL1L4SL,2020-10-10,16
5935,B07NL1L4SL,2020-10-11,24
5936,B07NL1L4SL,2020-10-12,13
5937,B07NL1L4SL,2020-10-13,89
5938,B07NL1L4SL,2020-10-14,145
5939,B07NL1L4SL,2020-10-15,26
5940,B07NL1L4SL,2020-10-16,22
5941,B07NL1L4SL,2020-10-17,28
5942,B07NL1L4SL,2020-10-18,28
5943,B07NL1L4SL,2020-10-19,24
5944,B07NL1L4SL,2020-10-20,29
5945,B07NL1L4SL,2020-10-21,36
5946,B07NL1L4SL,2020-10-22,27
5947,B07NL1L4SL,2020-10-23,44
5948,B07NL1L4SL,2020-10-24,114
5949,B07NL1L4SL,2020-10-25,154
5950,B07NL1L4SL,2020-10-26,115
5951,B07NL1L4SL,2020-10-27,101
5952,B07NL1L4SL,2020-10-28,105
5953,B07NL1L4SL,2020-10-29,102
5954,B07NL1L4SL,2020-10-30,81
5955,B07NL1L4SL,2020-10-31,171
5956,B07NL1L4SL,2020-11-01,144
5957,B07NL1L4SL,2020-11-02,99
5958,B07NL1L4SL,2020-11-03,81
5959,B07NL1L4SL,2020-11-04,85
5960,B07NL1L4SL,2020-11-05,112
5961,B07NL1L4SL,2020-11-06,105
5962,B07NL1L4SL,2020-11-07,40
5963,B07NL1L4SL,2020-11-08,57
5964,B07NL1L4SL,2020-11-09,63
5965,B07NL1L4SL,2020-11-10,44
5966,B07NL1L4SL,2020-11-11,57
5967,B07NL1L4SL,2020-11-12,57
5968,B07NL1L4SL,2020-11-13,38
5969,B07NL1L4SL,2020-11-14,47
5970,B07NL1L4SL,2020-11-15,59
5971,B07NL1L4SL,2020-11-16,42
5972,B07NL1L4SL,2020-11-17,58
5973,B07NL1L4SL,2020-11-18,46
5974,B07NL1L4SL,2020-11-19,55
5975,B07NL1L4SL,2020-11-20,53
5976,B07NL1L4SL,2020-11-21,72
5977,B07NL1L4SL,2020-11-22,78
5978,B07NL1L4SL,2020-11-23,58
5979,B07NL1L4SL,2020-11-24,46
5980,B07NL1L4SL,2020-11-25,77
5981,B07NL1L4SL,2020-11-26,57
5982,B07NL1L4SL,2020-11-27,168
5983,B07NL1L4SL,2020-11-28,106
5984,B07NL1L4SL,2020-11-29,92
5985,B07NL1L4SL,2020-11-30,258
5986,B07NL1L4SL,2020-12-01,71
5987,B07NL1L4SL,2020-12-02,121
5988,B07NL1L4SL,2020-12-03,118
5989,B07NL1L4SL,2020-12-04,132
5990,B07NL1L4SL,2020-12-05,178
5991,B07NL1L4SL,2020-12-06,222
5992,B07NL1L4SL,2020-12-07,244
5993,B07NL1L4SL,2020-12-08,107
5994,B07NL1L4SL,2020-12-09,122
5995,B07NL1L4SL,2020-12-10,303
5996,B07NL1L4SL,2020-12-11,298
5997,B07NL1L4SL,2020-12-12,287
5998,B07NL1L4SL,2020-12-13,430
5999,B07NL1L4SL,2020-12-14,371
6000,B07NL1L4SL,2020-12-15,544
6001,B07NL1L4SL,2020-12-16,481
6002,B07NL1L4SL,2020-12-17,359
6003,B07NL1L4SL,2020-12-18,269
6004,B07NL1L4SL,2020-12-19,378
6005,B07NL1L4SL,2020-12-20,372
6006,B07NL1L4SL,2020-12-21,300
6007,B07NL1L4SL,2020-12-22,260
6008,B07NL1L4SL,2020-12-23,161
6009,B07NL1L4SL,2020-12-24,104
6010,B07NL1L4SL,2020-12-25,80
6011,B07NL1L4SL,2020-12-26,104
6012,B07NL1L4SL,2020-12-27,104
6013,B07NL1L4SL,2020-12-28,110
6014,B07NL1L4SL,2020-12-29,94
6015,B07NL1L4SL,2020-12-30,131
6016,B07NL1L4SL,2020-12-31,90
6017,B07NL1L4SL,2021-01-01,136
6018,B07NL1L4SL,2021-01-02,140
6019,B07NL1L4SL,2021-01-03,143
6020,B07NL1L4SL,2021-01-04,100
6021,B07NL1L4SL,2021-01-05,86
6022,B07NL1L4SL,2021-01-06,101
6023,B07NL1L4SL,2021-01-07,134
6024,B07NL1L4SL,2021-01-08,136
6025,B07NL1L4SL,2021-01-09,162
6026,B07NL1L4SL,2021-01-10,149
6027,B07NL1L4SL,2021-01-11,133
6028,B07NL1L4SL,2021-01-12,109
6029,B07NL1L4SL,2021-01-13,83
6030,B07NL1L4SL,2021-01-14,88
6031,B07NL1L4SL,2021-01-15,96
6032,B07NL1L4SL,2021-01-16,146
6033,B07NL1L4SL,2021-01-17,133
6034,B07NL1L4SL,2021-01-18,129
6035,B07NL1L4SL,2021-01-19,109
6036,B07NL1L4SL,2021-01-20,80
6037,B07NL1L4SL,2021-01-21,76
6038,B07NL1L4SL,2021-01-22,53
6039,B07NL1L4SL,2021-01-23,63
6040,B07NL1L4SL,2021-01-24,68
6041,B07NL1L4SL,2021-01-25,61
6042,B07NL1L4SL,2021-01-26,92
6043,B07NL1L4SL,2021-01-28,61
6044,B07NL1L4SL,2021-01-29,65
6045,B07NL1L4SL,2021-01-30,52
6046,B07NL1L4SL,2021-02-02,51
6047,B07NL1L4SL,2021-02-04,52
6048,B07NL1L4SL,2021-02-05,45
6049,B07NL1L4SL,2021-02-06,75
6050,B07NL1L4SL,2021-02-07,79
6051,B07NL1L4SL,2021-02-08,46
6052,B07NL1L4SL,2021-02-09,49
6053,B07NL1L4SL,2021-02-10,35
6054,B07NL1L4SL,2021-02-11,37
6055,B07NL1L4SL,2021-02-12,38
6056,B07NL1L4SL,2021-02-13,31
6057,B07NL1L4SL,2021-02-14,31
6058,B07NL1L4SL,2021-02-15,11
6059,B07NL1L4SL,2021-02-16,9
6060,B07NL1L4SL,2021-02-17,12
6061,B07NL1L4SL,2021-02-18,19
6062,B07NL1L4SL,2021-02-19,41
6063,B07NL1L4SL,2021-02-20,44
6064,B07NL1L4SL,2021-02-21,55
6065,B07NL1L4SL,2021-02-22,28
6066,B07NL1L4SL,2021-02-23,28
6067,B07NL1L4SL,2021-02-24,39
6068,B07NL1L4SL,2021-02-25,41
6069,B07NL1L4SL,2021-02-26,46
6070,B07NL1L4SL,2021-02-27,50
6071,B07NL1L4SL,2021-02-28,51
6072,B07NL1L4SL,2021-03-01,32
6073,B07NL1L4SL,2021-03-02,39
6074,B07NL1L4SL,2021-03-03,38
6075,B07NL1L4SL,2021-03-04,25
6076,B07NL1L4SL,2021-03-05,29
6077,B07NL1L4SL,2021-03-06,35
6078,B07NL1L4SL,2021-03-07,40
6079,B07NL1L4SL,2021-03-08,23
6080,B07NL1L4SL,2021-03-09,49
6081,B07NL1L4SL,2021-03-10,51
6082,B07NL1L4SL,2021-03-11,37
6083,B07NL1L4SL,2021-03-12,30
6084,B07NL1L4SL,2021-03-13,26
6085,B07NL1L4SL,2021-03-14,31
6086,B07NL1L4SL,2021-03-15,19
6087,B07NL1L4SL,2021-03-16,25
6088,B07NL1L4SL,2021-03-17,43
6089,B07NL1L4SL,2021-03-18,39
6090,B07NL1L4SL,2021-03-19,26
6091,B07NL1L4SL,2021-03-20,32
6092,B07NL1L4SL,2021-03-21,42
6093,B07NL1L4SL,2021-03-22,30
6094,B07NL1L4SL,2021-03-23,18
6095,B07NL1L4SL,2021-03-24,17
6096,B07NL1L4SL,2021-03-25,17
6097,B07NL1L4SL,2021-03-26,22
6098,B07NL1L4SL,2021-03-27,21
6099,B07NL1L4SL,2021-03-28,36
6100,B07NL1L4SL,2021-03-29,24
6101,B07NL1L4SL,2021-03-30,27
6102,B07NL1L4SL,2021-03-31,20
6103,B07NL1L4SL,2021-04-01,19
6104,B07NL1L4SL,2021-04-02,12
6105,B07NL1L4SL,2021-04-03,23
6106,B07NL1L4SL,2021-04-04,19
6107,B07NL1L4SL,2021-04-05,21
6108,B07NL1L4SL,2021-04-06,17
6109,B07NL1L4SL,2021-04-07,21
6110,B07NL1L4SL,2021-04-08,20
6111,B07NL1L4SL,2021-04-09,18
6112,B07NL1L4SL,2021-04-10,23
6113,B07NL1L4SL,2021-04-11,23
6114,B07NL1L4SL,2021-04-12,26
6115,B07NL1L4SL,2021-04-13,23
6116,B07NL1L4SL,2021-04-14,26
6117,B07NL1L4SL,2021-04-15,17
6118,B07NL1L4SL,2021-04-16,19
6119,B07NL1L4SL,2021-04-17,22
6120,B07NL1L4SL,2021-04-18,18
6121,B07NL1L4SL,2021-04-19,14
6122,B07NL1L4SL,2021-04-20,18
6123,B07NL1L4SL,2021-04-21,15
6124,B07NL1L4SL,2021-04-22,15
6125,B07NL1L4SL,2021-04-23,16
6126,B07NL1L4SL,2021-04-24,15
6127,B07NL1L4SL,2021-04-25,17
6128,B07NL1L4SL,2021-04-26,11
6129,B07NL1L4SL,2021-04-27,17
6130,B07NL1L4SL,2021-04-28,17
6131,B07NL1L4SL,2021-04-29,20
6132,B07NL1L4SL,2021-04-30,16
6133,B07NL1L4SL,2021-05-01,13
6134,B07NL1L4SL,2021-05-02,16
6135,B07NL1L4SL,2021-05-03,15
6136,B07NL1L4SL,2021-05-04,21
6137,B07NL1L4SL,2021-05-05,23
6138,B07NL1L4SL,2021-05-06,21
6139,B07NL1L4SL,2021-05-07,25
6140,B07NL1L4SL,2021-05-08,18
6141,B07NL1L4SL,2021-05-09,26
6142,B07NL1L4SL,2021-05-10,18
6143,B07NL1L4SL,2021-05-11,15
6144,B07NL1L4SL,2021-05-12,12
6145,B07NL1L4SL,2021-05-13,19
6146,B07NL1L4SL,2021-05-14,14
6147,B07NL1L4SL,2021-05-15,8
6148,B07NL1L4SL,2021-05-16,19
6149,B07NL1L4SL,2021-05-17,12
6150,B07NL1L4SL,2021-05-18,8
6151,B07NL1L4SL,2021-05-19,14
6152,B07NL1L4SL,2021-05-20,4
6153,B07NL1L4SL,2021-05-21,6
6154,B07NL1L4SL,2021-05-22,8
6155,B07NL1L4SL,2021-05-23,17
6156,B07NL1L4SL,2021-05-24,15
6157,B07NL1L4SL,2021-05-25,26
6158,B07NL1L4SL,2021-05-26,18
6159,B07NL1L4SL,2021-05-27,22
6160,B07NL1L4SL,2021-05-28,18
6161,B07NL1L4SL,2021-05-29,18
6162,B07NL1L4SL,2021-05-30,16
6163,B07NL1L4SL,2021-05-31,14
6164,B07NL1L4SL,2021-06-01,23
6165,B07NL1L4SL,2021-06-02,17
6166,B07NL1L4SL,2021-06-03,28
6167,B07NL1L4SL,2021-06-04,16
6168,B07NL1L4SL,2021-06-05,14
6169,B07NL1L4SL,2021-06-06,23
6170,B07NL1L4SL,2021-06-07,18
6171,B07NL1L4SL,2021-06-08,16
6172,B07NL1L4SL,2021-06-09,18
6173,B07NL1L4SL,2021-06-10,10
6174,B07NL1L4SL,2021-06-11,10
6175,B07NL1L4SL,2021-06-12,5
6176,B07NL1L4SL,2021-06-13,13
6177,B07NL1L4SL,2021-06-14,20
6178,B07NL1L4SL,2021-06-15,19
6179,B07NL1L4SL,2021-06-16,16
6180,B07NL1L4SL,2021-06-17,18
6181,B07NL1L4SL,2021-06-18,14
6182,B07NL1L4SL,2021-06-19,12
6183,B07NL1L4SL,2021-06-20,21
6184,B07NL1L4SL,2021-06-21,246
6185,B07NL1L4SL,2021-06-22,137
6186,B07NL1L4SL,2021-06-23,17
6187,B07NL1L4SL,2021-06-24,9
6188,B07NL1L4SL,2021-06-25,12
6189,B07NL1L4SL,2021-06-26,19
6190,B07NL1L4SL,2021-06-27,23
6191,B07NL1L4SL,2021-06-28,22
6192,B07NL1L4SL,2021-06-29,15
6193,B07NL1L4SL,2021-06-30,15
6194,B07NL1L4SL,2021-07-01,25
6195,B07NL1L4SL,2021-07-02,23
6196,B07NL1L4SL,2021-07-03,30
6197,B07NL1L4SL,2021-07-04,22
6198,B07NL1L4SL,2021-07-05,29
6199,B07NL1L4SL,2021-07-06,33
6200,B07NL1L4SL,2021-07-07,29
6201,B07NL1L4SL,2021-07-08,23
6202,B07NL1L4SL,2021-07-09,27
6203,B07NL1L4SL,2021-07-10,23
6204,B07NL1L4SL,2021-07-11,31
6205,B07NL1L4SL,2021-07-12,31
6206,B07NL1L4SL,2021-07-13,38
6207,B07NL1L4SL,2021-07-14,26
6208,B07NL1L4SL,2021-07-15,30
6209,B07NL1L4SL,2021-07-16,28
6210,B07NL1L4SL,2021-07-17,18
6211,B07NL1L4SL,2021-07-18,33
6212,B07NL1L4SL,2021-07-19,31
6213,B07NL1L4SL,2021-07-20,22
6214,B07NL1L4SL,2021-07-21,25
6215,B07NL1L4SL,2021-07-22,25
6216,B07NL1L4SL,2021-07-23,38
6217,B07NL1L4SL,2021-07-24,29
6218,B07NL1L4SL,2021-07-25,22
6219,B07NL1L4SL,2021-07-26,37
6220,B07NL1L4SL,2021-07-27,29
6221,B07NL1L4SL,2021-07-28,41
6222,B07NL1L4SL,2021-07-29,27
6223,B07NL1L4SL,2021-07-30,28
6224,B07NL1L4SL,2021-07-31,34
6225,B07NL1L4SL,2021-08-01,35
6226,B07NL1L4SL,2021-08-02,39
6227,B07NL1L4SL,2021-08-03,24
6228,B07NL1L4SL,2021-08-04,24
6229,B07NL1L4SL,2021-08-05,32
6230,B07NL1L4SL,2021-08-06,17
6231,B07NL1L4SL,2021-08-07,57
6232,B07NL1L4SL,2021-08-08,73
6233,B07NL1L4SL,2021-08-09,38
6234,B07NL1L4SL,2021-08-10,47
6235,B07NL1L4SL,2021-08-11,45
6236,B07NL1L4SL,2021-08-12,43
6237,B07NL1L4SL,2021-08-13,43
6238,B07NL1L4SL,2021-08-14,55
6239,B07NL1L4SL,2021-08-15,55
6240,B07NL1L4SL,2021-08-16,29
6241,B07NL1L4SL,2021-08-17,31
6242,B07NL1L4SL,2021-08-18,30
6243,B07NL1L4SL,2021-08-19,21
6244,B07NL1L4SL,2021-08-20,28
6245,B07NL1L4SL,2021-08-21,29
6246,B07NL1L4SL,2021-08-22,25
6247,B07PY5M579,2019-12-02,817
6248,B07PY5M579,2019-12-03,138
6249,B07PY5M579,2019-12-04,110
6250,B07PY5M579,2019-12-05,100
6251,B07PY5M579,2019-12-06,116
6252,B07PY5M579,2019-12-07,119
6253,B07PY5M579,2019-12-08,166
6254,B07PY5M579,2019-12-09,178
6255,B07PY5M579,2019-12-10,156
6256,B07PY5M579,2019-12-11,135
6257,B07PY5M579,2019-12-12,164
6258,B07PY5M579,2019-12-13,189
6259,B07PY5M579,2019-12-14,155
6260,B07PY5M579,2019-12-15,210
6261,B07PY5M579,2019-12-16,233
6262,B07PY5M579,2019-12-17,195
6263,B07PY5M579,2019-12-18,172
6264,B07PY5M579,2019-12-19,204
6265,B07PY5M579,2019-12-20,213
6266,B07PY5M579,2019-12-21,201
6267,B07PY5M579,2019-12-22,164
6268,B07PY5M579,2019-12-23,110
6269,B07PY5M579,2019-12-24,33
6270,B07PY5M579,2019-12-25,35
6271,B07PY5M579,2019-12-26,39
6272,B07PY5M579,2019-12-27,38
6273,B07PY5M579,2019-12-28,46
6274,B07PY5M579,2019-12-29,45
6275,B07PY5M579,2019-12-30,32
6276,B07PY5M579,2019-12-31,42
6277,B07PY5M579,2020-01-01,33
6278,B07PY5M579,2020-01-02,46
6279,B07PY5M579,2020-01-03,26
6280,B07PY5M579,2020-01-04,43
6281,B07PY5M579,2020-01-05,50
6282,B07PY5M579,2020-01-06,33
6283,B07PY5M579,2020-01-07,29
6284,B07PY5M579,2020-01-08,33
6285,B07PY5M579,2020-01-09,62
6286,B07PY5M579,2020-01-10,33
6287,B07PY5M579,2020-01-11,42
6288,B07PY5M579,2020-01-12,33
6289,B07PY5M579,2020-01-13,42
6290,B07PY5M579,2020-01-14,50
6291,B07PY5M579,2020-01-15,36
6292,B07PY5M579,2020-01-16,48
6293,B07PY5M579,2020-01-17,44
6294,B07PY5M579,2020-01-18,51
6295,B07PY5M579,2020-01-19,46
6296,B07PY5M579,2020-01-20,58
6297,B07PY5M579,2020-01-21,29
6298,B07PY5M579,2020-01-22,44
6299,B07PY5M579,2020-01-23,72
6300,B07PY5M579,2020-01-24,71
6301,B07PY5M579,2020-01-25,81
6302,B07PY5M579,2020-01-26,86
6303,B07PY5M579,2020-01-27,78
6304,B07PY5M579,2020-01-28,80
6305,B07PY5M579,2020-01-29,74
6306,B07PY5M579,2020-01-30,64
6307,B07PY5M579,2020-01-31,78
6308,B07PY5M579,2020-02-01,51
6309,B07PY5M579,2020-02-02,74
6310,B07PY5M579,2020-02-03,60
6311,B07PY5M579,2020-02-04,74
6312,B07PY5M579,2020-02-05,55
6313,B07PY5M579,2020-02-06,71
6314,B07PY5M579,2020-02-07,61
6315,B07PY5M579,2020-02-08,62
6316,B07PY5M579,2020-02-09,55
6317,B07PY5M579,2020-02-10,35
6318,B07PY5M579,2020-02-11,43
6319,B07PY5M579,2020-02-12,45
6320,B07PY5M579,2020-02-13,43
6321,B07PY5M579,2020-02-14,38
6322,B07PY5M579,2020-02-15,987
6323,B07PY5M579,2020-02-16,54
6324,B07PY5M579,2020-02-17,36
6325,B07PY5M579,2020-02-18,42
6326,B07PY5M579,2020-02-19,34
6327,B07PY5M579,2020-02-20,40
6328,B07PY5M579,2020-02-21,44
6329,B07PY5M579,2020-02-22,40
6330,B07PY5M579,2020-02-23,47
6331,B07PY5M579,2020-02-24,52
6332,B07PY5M579,2020-02-25,49
6333,B07PY5M579,2020-02-26,77
6334,B07PY5M579,2020-02-27,61
6335,B07PY5M579,2020-02-28,69
6336,B07PY5M579,2020-02-29,77
6337,B07PY5M579,2020-03-01,77
6338,B07PY5M579,2020-03-02,75
6339,B07PY5M579,2020-03-03,62
6340,B07PY5M579,2020-03-04,53
6341,B07PY5M579,2020-03-05,61
6342,B07PY5M579,2020-03-06,75
6343,B07PY5M579,2020-03-07,74
6344,B07PY5M579,2020-03-08,82
6345,B07PY5M579,2020-03-09,58
6346,B07PY5M579,2020-03-10,57
6347,B07PY5M579,2020-03-11,80
6348,B07PY5M579,2020-03-12,75
6349,B07PY5M579,2020-03-13,189
6350,B07PY5M579,2020-03-14,104
6351,B07PY5M579,2020-03-15,114
6352,B07PY5M579,2020-03-16,117
6353,B07PY5M579,2020-03-17,113
6354,B07PY5M579,2020-03-18,137
6355,B07PY5M579,2020-03-19,100
6356,B07PY5M579,2020-03-20,121
6357,B07PY5M579,2020-03-21,128
6358,B07PY5M579,2020-03-22,99
6359,B07PY5M579,2020-03-23,68
6360,B07PY5M579,2020-03-24,59
6361,B07PY5M579,2020-03-25,58
6362,B07PY5M579,2020-03-26,51
6363,B07PY5M579,2020-03-27,69
6364,B07PY5M579,2020-03-28,62
6365,B07PY5M579,2020-03-29,96
6366,B07PY5M579,2020-03-30,62
6367,B07PY5M579,2020-03-31,80
6368,B07PY5M579,2020-04-01,73
6369,B07PY5M579,2020-04-02,63
6370,B07PY5M579,2020-04-03,61
6371,B07PY5M579,2020-04-04,99
6372,B07PY5M579,2020-04-05,103
6373,B07PY5M579,2020-04-06,52
6374,B07PY5M579,2020-04-07,64
6375,B07PY5M579,2020-04-08,81
6376,B07PY5M579,2020-04-09,95
6377,B07PY5M579,2020-04-10,123
6378,B07PY5M579,2020-04-11,101
6379,B07PY5M579,2020-04-12,90
6380,B07PY5M579,2020-04-13,85
6381,B07PY5M579,2020-04-14,0
6382,B07PY5M579,2020-04-15,136
6383,B07PY5M579,2020-04-16,99
6384,B07PY5M579,2020-04-17,94
6385,B07PY5M579,2020-04-18,122
6386,B07PY5M579,2020-04-19,127
6387,B07PY5M579,2020-04-20,106
6388,B07PY5M579,2020-04-21,96
6389,B07PY5M579,2020-04-22,135
6390,B07PY5M579,2020-04-23,129
6391,B07PY5M579,2020-04-24,139
6392,B07PY5M579,2020-04-25,124
6393,B07PY5M579,2020-04-26,152
6394,B07PY5M579,2020-04-27,145
6395,B07PY5M579,2020-04-28,57
6396,B07PY5M579,2020-04-29,132
6397,B07PY5M579,2020-04-30,134
6398,B07PY5M579,2020-05-01,125
6399,B07PY5M579,2020-05-02,127
6400,B07PY5M579,2020-05-03,142
6401,B07PY5M579,2020-05-04,127
6402,B07PY5M579,2020-05-05,0
6403,B07PY5M579,2020-05-06,141
6404,B07PY5M579,2020-05-07,138
6405,B07PY5M579,2020-05-08,26
6406,B07PY5M579,2020-05-09,3
6407,B07PY5M579,2020-05-10,3
6408,B07PY5M579,2020-05-11,0
6409,B07PY5M579,2020-05-12,0
6410,B07PY5M579,2020-05-13,0
6411,B07PY5M579,2020-05-14,0
6412,B07PY5M579,2020-05-15,0
6413,B07PY5M579,2020-05-16,0
6414,B07PY5M579,2020-05-17,6
6415,B07PY5M579,2020-05-18,10
6416,B07PY5M579,2020-05-19,31
6417,B07PY5M579,2020-05-20,68
6418,B07PY5M579,2020-05-21,11
6419,B07PY5M579,2020-05-22,73
6420,B07PY5M579,2020-05-23,49
6421,B07PY5M579,2020-05-24,44
6422,B07PY5M579,2020-05-25,20
6423,B07PY5M579,2020-05-26,2
6424,B07PY5M579,2020-05-27,0
6425,B07PY5M579,2020-05-28,35
6426,B07PY5M579,2020-05-29,120
6427,B07PY5M579,2020-05-30,130
6428,B07PY5M579,2020-05-31,118
6429,B07PY5M579,2020-06-01,110
6430,B07PY5M579,2020-06-02,7
6431,B07PY5M579,2020-06-03,0
6432,B07PY5M579,2020-06-04,92
6433,B07PY5M579,2020-06-05,72
6434,B07PY5M579,2020-06-06,0
6435,B07PY5M579,2020-06-07,133
6436,B07PY5M579,2020-06-08,105
6437,B07PY5M579,2020-06-09,124
6438,B07PY5M579,2020-06-10,139
6439,B07PY5M579,2020-06-11,126
6440,B07PY5M579,2020-06-12,128
6441,B07PY5M579,2020-06-13,138
6442,B07PY5M579,2020-06-14,196
6443,B07PY5M579,2020-06-15,174
6444,B07PY5M579,2020-06-16,120
6445,B07PY5M579,2020-06-17,138
6446,B07PY5M579,2020-06-18,86
6447,B07PY5M579,2020-06-19,101
6448,B07PY5M579,2020-06-20,103
6449,B07PY5M579,2020-06-21,115
6450,B07PY5M579,2020-06-22,110
6451,B07PY5M579,2020-06-23,65
6452,B07PY5M579,2020-06-24,111
6453,B07PY5M579,2020-06-25,126
6454,B07PY5M579,2020-06-26,97
6455,B07PY5M579,2020-06-27,140
6456,B07PY5M579,2020-06-28,158
6457,B07PY5M579,2020-06-29,63
6458,B07PY5M579,2020-06-30,112
6459,B07PY5M579,2020-07-01,124
6460,B07PY5M579,2020-07-02,109
6461,B07PY5M579,2020-07-03,138
6462,B07PY5M579,2020-07-04,133
6463,B07PY5M579,2020-07-05,153
6464,B07PY5M579,2020-07-06,173
6465,B07PY5M579,2020-07-07,191
6466,B07PY5M579,2020-07-08,223
6467,B07PY5M579,2020-07-09,170
